Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city’s water supply,​Timescale,Magnitude,Risk description,Current population,Population year,City location,Country location
52638,Prefeitura de Aracaju,Aracaju,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Long-term,Extremely serious,"Problema ambientais relacionados a poluição e degradação ambiental podem comprometer os rios e mananciais, contribuindo para diminuição da qualidade dos recursos.",641523,2016,"(-10.947247, -37.073082)","(-14.235004, -51.92528)"
54641,Prefeitura de Limeira,Limeira,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Medium-term,Serious,O aumento das perdas; a não conservação adequada dos mananciais; a expansão imobiliária na área rural.,276022,2010,"(-22.566535, -47.397437)","(-14.235004, -51.92528)"
31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,Public,C40,2017,Higher water prices,Short-term,Serious,"Urban heat islands and the expected increase in temperature in the City will cause more expenditure of potable water, as well as use of electricity. Uneven rain regimens could mean water scarcity in summer months. Water distribution in the metropolitan area of Rio de Janeiro is heavily dependent on electricity, as must of the potable water comes from the Guandu River, outside the city's borders. Blackouts already cause interference with distribution, sometimes affecting the end of the pipe lines for two or three consecutive days. 
The matter is more serious because Brazil's energy is highly dependent on hydroelectric power, a source that depends heavily on rainfall. During the summer of 2014 some reservoirs were at really low capacity, thus raising speculation in the federal government whether a rationing policy would have to be implemented. In such cases, water distribution is prioritized. However, in the medium-term, there are risks associated with a widespread energy scarcity. Energy supply and transmission are national issues, and the energy distribution in the city of Rio de Janeiro is provided by Light, a private company regulated by the state government. 
The Guandu reservoir is fed by the Paraíba do Sul river, whose waters are shared with the state of São Paulo and Minas Gerais. Current drought in São Paulo is putting pressure that Rio de Janeiro diverts some of Paraíba do Sul´s water for São Paulo, which would potentially cause water scarcity within the state of Rio, affecting agriculture and food security.",6498837,2016,"(-22.9054389, -43.5614471)","(-14.235004, -51.92528)"
31184,Prefeitura de São Paulo,São Paulo,Brazil,Latin America,Public,C40,2017,Higher water prices,Short-term,Serious,"São Paulo has suffered an intense drought between 2014 and 2015, which demonstrated the risk the city has.",11895893,2014,"(-23.5595, -46.738229)","(-14.235004, -51.92528)"
35904,Kolkata Metropolitan Area,Kolkata,India,South and West Asia,Public,C40,2017,Higher water prices,Current,Serious,"Kolkata is currently ranked as the third most vulnerable city in the world from coastal flooding. 
Kolkata’s slums are highly vulnerable to floods and cyclones because of poor construction materials, weak social structures and their vulnerable locations. Some are located in highly vulnerable zones that were previously low-lying wetlands surrounded by vast water bodies into which sewage flows from the city.",14030000,2011,"(22.5726, 88.3639)","(20.593684, 78.96288)"
59298,City of Yaoundé 6,Yaoundé 6,Cameroon,Africa,Public,,2017,Inadequate or aging infrastructure,Current,Serious,Le réseau de distribution d'eau est vétuste. Les fuites sont régulières. Ce qui prive une bonne partie de la population d'eau,324734,2010,"(3.861811, 11.519078)","(7.369722, 12.354722)"
36002,Ville de Kinshasa,Ville de Kinshasa,Democratic Republic of Congo,Africa,Public,,2017,Inadequate or aging infrastructure,Short-term,Serious,"lack of money , infrastructure become more and more bad.",10000000,2017,"(-4.441931, 15.266293)","(-4.038333, 21.758664)"
35475,City of Calgary,Calgary,Canada,North America,Public,,2017,Inadequate or aging infrastructure,Current,Serious,"Climate change poses a risk to Calgary's water supply, and thereby increases the stress on Calgary's water treatment and delivery infrastructure.",1235055,2016,"(51.048615, -114.070846)","(56.130366, -106.346771)"
50568,City of Saskatoon,Saskatoon,Canada,North America,Public,,2017,Inadequate or aging infrastructure,Short-term,Serious,,265300,2016,"(52.133214, -106.670046)","(56.130366, -106.346771)"
50559,"City of St Catharines, ON","St Catharines, ON",Canada,North America,Public,,2017,Inadequate or aging infrastructure,Current,Less serious,The total length of watermains under the City’s jurisdiction is approximately 615 km. The estimated replacement value in 2016 dollars is $480 million. The 2016 watermain replacement budget in $5.5 million which is not sufficient for long term sustainability.,131400,2014,"(43.1594, -79.2469)","(56.130366, -106.346771)"
54687,Prefeitura Municipal de São José dos Campos,São José dos Campos,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Current,Extremely serious,,629921,2010,"(-23.184768, -45.878284)","(-14.235004, -51.92528)"
59669,City of North Vancouver,North Vancouver,Canada,North America,Public,,2017,Inadequate or aging infrastructure,Long-term,Less serious,Insufficient levels of maintenance and care can put the water system at risk. Water main cleaning is an essential component of the care that is required to maintain high quality drinking water. Planned replacement of aging pipes reduces the risk of water main breaks and the associated risk of contamination.,52898,2016,"(49.32, -123.0724)","(56.130366, -106.346771)"
58781,Ringkøbing-Skjern Kommune,Ringkøbing-Skjern,Denmark,Europe,Public,,2017,Inadequate or aging infrastructure,Long-term,Less serious,https://www.rksk.dk/edoc/dagsordenspublicering/teknik-%20og%20miljøudvalget/2016-10-25%2014.00/dagsorden/referat/hjemmeside/2016-10-26%2011.27.13/attachments/1240023-1592617-2.pdf (Climate adoption plan 2017-2029),58176,2012,"(56.0447, 8.5059)","(56.26392, 9.501785)"
32480,City of Adelaide,Adelaide,Australia,South Asia and Oceania,Public,,2017,Inadequate or aging infrastructure,Current,Serious,"Existing stormwater drainage systems do not have the capacity to cope with intense rainfall events combined with increasing runoff volumes from urbanisation.

Water sensitive urban design and water supply diversity is yet to be a mainstream approach to infrastructure planning. 

The future adaptive capacity of cities will be restricted by current engineering solutions that don’t consider fit for purpose and multi-beneficial outcomes for water, climate change, urban biodiversity and liveability.",23615,2016,"(-34.928499, 138.600746)","(-25.274398, 133.775136)"
35995,City of Brasília,Brasília,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Short-term,Extremely serious,"In rural areas, there are already serious disputes over the use of water in some basins of Federal District, which would be increased in the event of water shortages, with serious economic impacts for the sector.",1409671,2015,"(-15.794229, -47.882166)","(-14.235004, -51.92528)"
42123,City of Goiânia,Goiânia,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Long-term,Serious,Falta uma política clara de ocupação no entorno do reservatório de água permitindo a instalação de atividades próximas ao reservatório colocando em risco a qualidade da água.,1301892,2010,"(-16.6868912, -49.2647943)","(-14.235004, -51.92528)"
50392,Prefeitura de Vitória,Vitória,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Current,Serious,Increased costs and linking the sewage treatment system costs.,359555,2016,"(-20.333764, -40.377582)","(-14.235004, -51.92528)"
50392,Prefeitura de Vitória,Vitória,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Current,Serious,"With heavy rains, there's a greater dilution of sediments and agrochemical residues, resulting in a more intense utilization of the system due to the usage of gigher quantity of chemical products, and when this does not happen there is a loss of biological quality as well as the solids in suspension",359555,2016,"(-20.333764, -40.377582)","(-14.235004, -51.92528)"
60394,Gobierno Autónomo Municipal de Tarija,Tarija,Bolivia,Latin America,Public,,2017,Inadequate or aging infrastructure,Short-term,Serious,"contaminación de aguas superficiales y subterranes, compactación de suelo, deforestación,  impermeabilizaión de las zonas de recarga de acuiferos, falta de protección  de la áreas de carga de acuiferos",2053757,2012,"(-21.266606, -63.488416)","(-16.290154, -63.588653)"
54386,Tainan City Government,Tainan ,Taiwan,East Asia,Public,,2017,Inadequate or aging infrastructure,Short-term,Extremely serious,We are facing the water shortage in the future.,1886033,2016,"(22.9999, 120.2269)","(23.69781, 120.960515)"
60410,Municipalidad de Peñalolén,Peñalolén,Chile,Latin America,Public,,2017,Inadequate or aging infrastructure,Medium-term,Serious,"Desborde de cauces de río, quebradas y canales producto del aumento en la intensidad de precipitaciones y posibles aluviones.",242766,2015,"(-33.454, -70.530212)","(-35.675147, -71.542969)"
60252,Prefeitura de Birigui,Birigui,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Long-term,Serious,Devido ao desmatamento e falta de cuidado com as nascentes e também as altas temperatura e os longos períodos de estiagem.,120000,2015,"(-21.291505, -50.343631)","(-14.235004, -51.92528)"
50388,Prefeitura de Natal,Natal,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Short-term,Extremely serious,Há relatos de contaminação nos mananciais superficiais e subterrâneos. Há vários poços com problemas com nitrato.,869954,2015,"(-5.779257, -35.200916)","(-14.235004, -51.92528)"
60375,Gobiernación del Archipiélago de San Andrés,Archipiélago de San Andrés,Colombia,Latin America,Public,,2017,Inadequate or aging infrastructure,Medium-term,Extremely serious,Contaminación por intrución marina,76442,2017,"(12.579438, -81.697645)","(4.5709, -74.2973)"
60284,Prefeitura de Angra dos Reis,Angra dos Reis,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Short-term,Extremely serious,Interrupção no fornecimento de água para a população.,191504,2016,"(-22.998285, -44.244207)","(-14.235004, -51.92528)"
60264,Prefeitura de Botucatu,Botucatu,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Medium-term,Less serious,"Devido as mudanças climáticas temos períodos de escassez como ocorreu em 2014 e futuramente poderemos enfrentar os mesmos problemas, entretanto, a concessionaria ja tem plano de ação para tal risco.",141032,2015,"(-22.885184, -48.444139)","(-14.235004, -51.92528)"
60274,Prefeitura de Cruzeiro do Sul,Cruzeiro do Sul,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Short-term,Serious,"Em vilas e bairros distantes, muitas vezes existe problemas. Nesses locais são utilizados Poços Artesianos e quando o equipamento apresenta defeito ou possui pouca água para armazenamento (ou o poço foi cavado baixo), a comunidade sofre. Como é longe as vezes as Comunidades poderão sofrer riscos. Mas o município apresenta a solução imediata, levando água em caminhões pipas para essas localidades.",78507,2010,"(-7.627998, -72.676149)","(-14.235004, -51.92528)"
54627,Prefeitura de Joinville,Joinville,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Short-term,Serious,Rede de distribuição antiga com muito vazamento,562601,2015,"(-26.300964, -48.840707)","(-14.235004, -51.92528)"
57509,Prefeitura Niterói,Niterói,Brazil,Latin America,Public,,2017,Inadequate or aging infrastructure,Medium-term,Less serious,O abastecimento de água da cidade depende do fornecimento de água de outros municípios.,497883,2016,"(-22.892857, -43.118381)","(-14.235004, -51.92528)"
